MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice
20,RL,8990,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,None,0,TA,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,Y,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,2006,RFn,2,675,TA,Y,351,33,0,0,0,0,4,2006,204900
20,RL,9120,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,None,0,TA,TA,TA,No,ALQ,662,Unf,0,599,1261,Y,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,Attchd,1958,RFn,2,433,TA,Y,0,0,0,0,288,0,11,2008,163000
20,RL,10721,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Stone,243,TA,TA,TA,No,Unf,0,Unf,0,1252,1252,Y,1252,0,0,1252,0,0,1,0,3,1,Gd,7,Typ,0,Detchd,1960,Unf,2,528,TA,Y,0,39,0,0,0,0,10,2008,142000
20,RL,11040,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,7,1971,2004,BrkFace,144,Gd,TA,TA,No,ALQ,656,Unf,0,602,1258,Y,1258,0,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,Attchd,1971,RFn,2,528,TA,Y,55,0,0,216,0,0,10,2008,145000
60,RL,10852,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,None,0,TA,Gd,TA,No,GLQ,786,Unf,0,173,959,Y,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,Attchd,2000,Fin,2,472,TA,Y,0,38,0,0,0,0,2,2006,173000
60,RL,63887,IR3,Bnk,Corner,Edwards,Feedr,1Fam,2Story,10,5,2008,2008,Stone,796,TA,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,Y,4692,950,0,5642,2,0,2,1,3,1,Ex,12,Typ,3,Attchd,2008,Fin,2,1418,TA,Y,214,292,0,0,0,480,1,2008,160000
60,RL,16659,IR1,Lvl,Corner,NWAmes,PosA,1Fam,2Story,7,7,1977,1994,BrkFace,34,TA,TA,TA,No,ALQ,795,Unf,0,0,795,Y,1468,795,0,2263,1,0,2,1,3,1,Gd,9,Typ,1,Attchd,1977,Fin,2,539,TA,Y,0,250,0,0,0,0,3,2006,235000
50,RL,14720,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,1.5Fin,8,5,1995,1996,BrkFace,579,TA,Gd,TA,Av,GLQ,816,Unf,0,1217,2033,Y,2053,1185,0,3238,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,1996,Fin,3,666,TA,Y,283,86,0,0,0,0,3,2010,410000
80,RL,7937,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,None,0,TA,TA,TA,Av,GLQ,819,Unf,0,184,1003,Y,1003,0,0,1003,1,0,1,0,3,1,TA,6,Typ,0,Detchd,1984,Unf,2,588,TA,Y,120,0,0,0,0,0,3,2006,142500
20,RL,9525,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,None,0,TA,Gd,TA,No,Unf,0,Unf,0,1099,1099,Y,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,Attchd,1999,Unf,1,352,TA,Y,278,0,0,0,0,0,6,2008,144000
20,RL,7500,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,5,5,1963,1963,None,0,TA,TA,TA,No,ALQ,824,Unf,0,216,1040,Y,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,0,Attchd,1963,Fin,1,308,TA,Y,0,0,220,0,0,0,6,2010,133000
60,RL,15611,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2006,2006,None,0,TA,Gd,TA,Av,Unf,0,Unf,0,1079,1079,Y,1079,840,0,1919,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2006,RFn,2,685,TA,Y,0,51,0,0,0,0,7,2006,233230
20,RL,6762,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,None,0,TA,Gd,Gd,Av,Unf,0,Unf,0,1286,1286,Y,1294,0,0,1294,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2006,RFn,2,662,TA,Y,168,55,0,0,0,0,7,2006,193879
50,RL,17503,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,5,1948,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,912,912,Y,912,546,0,1458,0,1,1,0,3,1,TA,6,Typ,1,Attchd,1948,Unf,1,330,TA,Y,192,0,0,0,0,0,1,2010,97500
60,RL,7837,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,7,1993,1994,None,0,TA,Gd,TA,No,Unf,0,Unf,0,799,799,Y,799,772,0,1571,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1993,RFn,2,380,TA,Y,0,40,0,0,0,0,5,2009,178000
20,RL,6897,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,8,1962,2010,None,0,Gd,TA,TA,No,ALQ,659,Unf,0,381,1040,Y,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,Detchd,1962,Unf,1,260,TA,Y,0,104,0,0,0,0,4,2010,127000
20,RL,8544,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,1Story,5,6,1966,2006,None,0,TA,TA,TA,No,Unf,0,Unf,0,1228,1228,Y,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,0,Attchd,1966,Unf,1,271,TA,Y,0,65,0,0,0,0,6,2008,149350
50,RL,9525,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,None,0,TA,TA,Fa,No,Rec,444,Unf,0,550,994,Y,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,Attchd,1954,Unf,1,325,TA,Y,182,0,0,0,0,0,10,2006,136900
120,RL,3182,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,BrkFace,11,TA,Gd,TA,No,GLQ,16,Unf,0,1129,1145,Y,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Attchd,2005,Fin,2,397,TA,Y,100,16,0,0,0,0,9,2009,160200
20,RL,10226,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Stone,270,TA,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,Y,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Attchd,2008,RFn,3,860,TA,Y,172,42,0,0,0,0,1,2009,295493
90,RL,8944,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,5,1967,1967,None,0,TA,TA,TA,No,Unf,0,Unf,0,1584,1584,Y,1584,0,0,1584,0,0,2,0,4,2,TA,8,Mod,0,Detchd,1967,Unf,3,792,TA,Y,0,152,0,0,0,0,4,2009,124000
50,RL,7015,IR1,Bnk,Corner,BrkSide,Norm,1Fam,1.5Fin,5,4,1950,1950,BrkCmn,161,TA,TA,TA,No,LwQ,185,Unf,0,524,709,Y,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,Detchd,1950,Unf,1,352,TA,Y,0,0,248,0,0,0,7,2009,110000
60,RL,10380,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1986,1987,BrkFace,172,TA,TA,TA,Gd,LwQ,28,ALQ,1474,0,1502,Y,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,1987,Fin,2,576,TA,Y,201,96,0,0,0,0,8,2007,301000
20,RL,7535,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1958,1985,None,0,TA,TA,TA,No,BLQ,111,LwQ,279,522,912,Y,912,0,0,912,0,1,1,0,2,1,TA,5,Typ,0,Attchd,1958,Fin,1,297,TA,Y,12,285,0,0,0,0,6,2007,120000
20,RL,9937,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,6,1965,1965,None,0,TA,TA,TA,No,BLQ,830,LwQ,290,136,1256,Y,1256,0,0,1256,1,0,1,1,3,1,TA,6,Typ,0,Attchd,1965,Fin,1,276,TA,Y,736,68,0,0,0,0,6,2008,147500
50,RM,3950,Reg,Bnk,Inside,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,None,0,TA,TA,TA,No,Rec,468,Unf,0,350,818,Y,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1926,Unf,1,210,TA,N,0,0,116,0,0,0,12,2009,115000
20,RL,8294,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1971,1971,None,0,TA,TA,TA,No,Unf,0,Unf,0,858,858,Y,872,0,0,872,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1974,Unf,4,480,TA,Y,0,0,0,0,0,0,6,2007,123000
190,RL,10800,Reg,Lvl,Corner,OldTown,Norm,2fmCon,1.5Fin,5,4,1900,1970,None,0,Fa,TA,Fa,No,BLQ,664,Unf,0,290,954,N,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Attchd,1970,Unf,2,520,Fa,N,142,0,0,0,0,0,5,2006,160000
20,RL,9100,Reg,Lvl,Corner,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,None,0,TA,TA,TA,No,BLQ,521,LwQ,174,169,864,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,Detchd,1964,Unf,2,624,TA,Y,0,0,0,0,0,0,7,2006,129900
50,RL,9738,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1924,1950,None,0,Gd,TA,TA,No,BLQ,392,Unf,0,392,784,Y,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,Attchd,1965,Unf,1,392,TA,Y,0,0,236,0,0,0,3,2006,104900
50,RM,9439,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,5,1930,1950,None,0,TA,TA,TA,No,LwQ,324,Unf,0,588,912,Y,912,336,0,1248,0,0,1,0,2,1,TA,6,Typ,0,Detchd,1957,Unf,1,160,Fa,Y,0,0,192,0,0,0,3,2007,87000
20,RL,11900,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,1977,1977,BrkFace,209,Gd,TA,TA,No,ALQ,822,Unf,0,564,1386,Y,1411,0,0,1411,0,0,2,0,3,1,TA,6,Typ,1,Attchd,1977,Fin,2,544,TA,Y,192,0,0,0,0,0,4,2009,82500
50,RL,11250,Reg,Lvl,Inside,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,None,0,TA,TA,TA,Av,Unf,0,Unf,0,1104,1104,Y,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,Attchd,1957,Unf,1,304,TA,Y,120,0,0,0,0,0,11,2009,161500
50,RL,10998,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,5,1941,1960,None,0,TA,TA,TA,No,LwQ,408,BLQ,420,156,984,Y,984,620,0,1604,0,0,2,0,3,1,TA,6,Min2,0,Detchd,1977,Unf,2,660,TA,Y,0,68,0,0,0,0,7,2009,117000
20,RL,14536,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,8,5,2002,2003,BrkFace,236,TA,Gd,TA,Av,GLQ,1300,Unf,0,316,1616,Y,1629,0,0,1629,1,0,2,0,3,1,Gd,9,Typ,1,Attchd,2002,Fin,3,808,TA,Y,0,252,0,0,0,0,11,2007,270000
60,RL,10120,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,BrkFace,391,TA,Gd,TA,No,GLQ,740,Unf,0,425,1165,Y,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,1994,RFn,3,844,TA,Y,309,78,0,0,0,0,12,2006,290000
50,RL,9900,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,778,778,Y,944,545,0,1489,0,0,2,0,3,1,TA,7,Typ,1,Detchd,1940,Unf,1,240,TA,Y,335,0,0,0,0,0,7,2009,139500
85,RL,10012,Reg,Lvl,Inside,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,None,0,TA,Gd,TA,Av,BLQ,920,Rec,180,38,1138,Y,1181,0,0,1181,1,0,2,0,3,1,TA,6,Typ,0,Detchd,1974,RFn,2,588,TA,Y,0,0,180,0,0,0,4,2008,137500
120,RM,4750,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2006,2007,Stone,481,TA,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,Y,1625,0,0,1625,1,1,2,0,2,1,Gd,5,Typ,1,Attchd,2006,Fin,2,538,TA,Y,123,0,0,0,153,0,12,2007,235000
50,RM,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,4,1936,1950,None,0,TA,Gd,TA,No,Unf,0,Unf,0,896,896,Y,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,Detchd,1936,Unf,1,240,TA,Y,200,114,0,0,0,0,4,2006,115000
20,RL,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,2000,BrkFace,244,TA,Gd,TA,Av,GLQ,1400,Unf,0,125,1525,Y,1525,0,0,1525,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,2000,RFn,2,541,TA,Y,219,36,0,0,0,0,9,2006,235000
30,RM,6324,IR1,Lvl,Inside,BrkSide,Feedr,1Fam,1Story,4,6,1927,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,520,520,N,520,0,0,520,0,0,1,0,1,1,Fa,4,Typ,0,Detchd,1920,Unf,1,240,TA,Y,49,0,87,0,0,0,5,2008,68500
50,RL,10930,Reg,Bnk,Inside,NAmes,Artery,1Fam,1.5Fin,5,6,1945,1950,None,0,TA,TA,TA,No,BLQ,580,Unf,0,333,913,Y,1048,510,0,1558,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1962,Unf,1,288,TA,Y,0,0,0,0,0,0,4,2008,140000
60,RL,8755,IR1,Lvl,FR2,Gilbert,RRNn,1Fam,2Story,7,5,1999,1999,BrkFace,298,TA,Gd,TA,No,ALQ,772,Unf,0,220,992,Y,1022,1038,0,2060,1,0,2,1,3,1,Gd,8,Typ,1,BuiltIn,1999,RFn,2,390,TA,Y,0,0,0,168,0,0,6,2009,214000
20,RL,8120,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1970,1970,None,0,Gd,TA,TA,No,ALQ,191,Unf,0,673,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1994,Unf,2,463,TA,Y,0,0,0,0,0,0,7,2009,124500
50,RL,12354,Reg,Lvl,Corner,Edwards,Norm,1Fam,1.5Fin,6,8,1920,2000,None,0,TA,TA,Fa,Mn,Unf,0,Unf,0,684,684,Y,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,Detchd,2005,Unf,2,528,TA,Y,0,46,0,0,0,0,8,2009,110000
20,RL,8487,Reg,Lvl,FR2,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,BrkFace,210,TA,Gd,TA,Av,GLQ,20,Unf,0,1480,1500,Y,1500,0,0,1500,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2004,RFn,2,570,TA,Y,192,36,0,0,0,0,8,2009,190000
30,RL,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,6,1927,2007,None,0,TA,TA,TA,No,Unf,0,Unf,0,656,656,Y,968,0,0,968,0,0,2,0,4,1,TA,5,Typ,0,Detchd,1928,Unf,1,216,Fa,Y,0,0,0,0,0,0,8,2007,64500
20,RL,8125,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Stone,295,TA,Gd,TA,No,GLQ,986,Unf,0,668,1654,Y,1654,0,0,1654,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,2002,Unf,3,900,TA,Y,0,136,0,0,0,0,2,2006,230000
160,FV,4251,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,None,0,TA,Gd,TA,No,Unf,0,Unf,0,625,625,Y,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,Detchd,2006,RFn,2,528,TA,Y,0,54,0,0,0,0,6,2007,164700
60,RL,16259,Reg,Lvl,Corner,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Stone,370,TA,Ex,Gd,Av,Unf,0,Unf,0,1249,1249,Y,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,Attchd,2006,RFn,3,840,TA,Y,240,154,0,0,0,0,9,2006,342643
75,RL,6204,Reg,Bnk,Inside,SWISU,Norm,1Fam,2.5Fin,4,5,1912,1950,None,0,TA,TA,Fa,No,Unf,0,Unf,0,795,795,N,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,Detchd,1997,Unf,1,440,Gd,Y,0,188,0,0,0,0,3,2006,118500
20,FV,11216,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,None,0,TA,Gd,Gd,No,Unf,0,Unf,0,1489,1489,Y,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2006,RFn,2,776,TA,Y,0,140,0,0,0,0,6,2006,232600
20,RL,11428,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Stone,248,TA,Gd,TA,No,Unf,0,Unf,0,1626,1626,Y,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2006,RFn,3,866,TA,Y,0,44,0,0,0,0,5,2007,250000
120,RL,6792,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Stone,94,TA,Gd,TA,No,Unf,0,Unf,0,1368,1368,Y,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2005,RFn,2,474,TA,Y,132,35,0,0,0,0,3,2006,202665
50,RM,10440,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,6,1910,1981,None,0,TA,TA,TA,No,Unf,0,Unf,0,440,440,Y,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,Detchd,1966,Unf,2,440,TA,Y,74,0,128,0,0,0,5,2009,110000
20,RL,15523,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,6,1972,1972,None,0,TA,TA,TA,Av,BLQ,460,Unf,0,404,864,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,1,Attchd,1972,Unf,1,338,TA,Y,0,0,0,0,0,0,8,2009,133500
20,RL,7800,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,7,1967,2004,BrkFace,89,TA,TA,TA,No,ALQ,450,Unf,0,414,864,Y,899,0,0,899,0,0,1,0,3,1,Gd,5,Typ,0,Attchd,1967,Fin,1,288,TA,Y,64,0,0,0,0,0,6,2009,130000
20,RL,7700,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,5,1972,1972,None,0,TA,TA,TA,No,LwQ,138,Rec,468,276,882,Y,882,0,0,882,1,0,1,0,3,1,TA,5,Typ,0,Detchd,1980,Unf,2,461,TA,Y,96,0,0,0,0,0,3,2007,112500
120,RM,4435,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2004,BrkFace,170,TA,Gd,TA,Av,GLQ,685,Unf,0,163,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,Attchd,2003,Fin,2,420,TA,Y,140,0,0,0,0,0,6,2009,144000
160,FV,2645,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,BrkFace,456,TA,Gd,TA,No,GLQ,649,Unf,0,321,970,Y,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,Attchd,1999,Fin,2,480,TA,Y,115,0,0,0,0,0,8,2009,172500
20,RL,13350,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1974,1974,None,0,TA,TA,TA,No,ALQ,762,Unf,0,102,864,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Attchd,1974,Unf,2,440,TA,Y,241,0,0,0,0,0,6,2006,142500
50,RM,6000,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,None,0,TA,TA,TA,No,Unf,0,Unf,0,884,884,Y,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Detchd,1960,Unf,1,216,TA,N,0,0,208,0,0,0,5,2009,117000
20,RL,8877,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1938,1958,None,0,TA,TA,TA,Mn,ALQ,690,Unf,0,126,816,Y,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,1,Detchd,1958,Unf,1,288,Fa,Y,0,0,0,0,0,0,5,2009,100000
20,RL,9037,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,2006,BrkFace,32,TA,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,Y,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Attchd,2006,RFn,2,472,TA,Y,120,33,0,0,0,0,12,2007,265900
60,RL,14541,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,7,1993,1993,None,0,Gd,Gd,Gd,No,GLQ,1012,Unf,0,326,1338,Y,1352,1168,0,2520,1,0,2,1,5,1,Gd,10,Typ,1,Attchd,1993,RFn,3,796,TA,Y,209,55,0,0,0,0,11,2006,310000
20,RL,7758,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,7,1962,2001,None,0,Gd,TA,TA,No,ALQ,588,Unf,0,411,999,Y,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,Detchd,1963,Unf,1,264,TA,Y,0,132,0,0,0,0,3,2007,132500
20,RL,10182,IR1,Lvl,CulDSac,Somerst,RRNn,1Fam,1Story,8,5,2006,2006,Stone,420,TA,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,Y,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Attchd,2006,RFn,2,500,TA,Y,322,50,0,0,0,0,5,2006,290000
120,RL,3013,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2005,BrkFace,145,TA,Gd,TA,Gd,GLQ,16,Unf,0,1346,1362,Y,1506,0,0,1506,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2005,Fin,2,440,TA,Y,142,20,0,0,0,0,4,2006,213490
20,RL,13072,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,None,0,TA,Gd,TA,No,ALQ,941,Unf,0,217,1158,Y,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,Detchd,2006,Unf,2,576,TA,Y,0,50,0,0,0,0,5,2006,158000
30,RM,6120,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1Story,5,7,1931,1993,None,0,TA,TA,TA,No,BLQ,209,Unf,0,506,715,Y,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,Detchd,1931,Unf,1,180,TA,Y,48,0,0,0,0,0,11,2009,105000
20,RL,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1956,1956,None,0,TA,TA,TA,No,Rec,504,Unf,0,546,1050,Y,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,Attchd,1956,Unf,1,338,TA,Y,0,0,0,0,0,0,6,2009,128900
20,RL,9560,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,None,0,Gd,TA,TA,Mn,Rec,360,Unf,0,504,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Attchd,1972,RFn,1,288,TA,Y,0,0,0,0,0,0,6,2006,128500
20,RL,10215,Reg,Bnk,Inside,Edwards,Norm,1Fam,1Story,4,5,1954,1954,BrkFace,132,TA,TA,TA,No,ALQ,492,Unf,0,372,864,Y,948,0,0,948,0,0,1,0,3,1,TA,5,Typ,0,Attchd,1954,Unf,1,248,TA,Y,0,0,0,0,0,0,2,2007,111000
20,RL,8760,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1959,1959,BrkFace,220,TA,TA,TA,No,Unf,0,Unf,0,1194,1194,Y,1194,0,0,1194,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1959,RFn,1,312,TA,Y,0,0,120,0,0,0,4,2010,148000
80,RL,10970,IR1,Low,Inside,CollgCr,Norm,1Fam,SLvl,6,6,1978,1978,None,0,TA,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,Y,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,Detchd,1981,Unf,2,576,Fa,Y,0,0,34,0,0,0,10,2008,147000
60,RL,9572,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1990,1990,BrkFace,336,TA,Ex,TA,No,GLQ,482,Unf,0,971,1453,Y,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Attchd,1990,RFn,2,750,Gd,Y,500,0,0,0,0,0,6,2007,302000
160,RM,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,5,5,1971,1971,BrkFace,142,TA,TA,TA,No,Unf,0,Unf,0,630,630,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,Detchd,1991,Unf,1,280,TA,Y,0,0,0,0,0,0,5,2009,112000
160,RL,2628,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Stone,106,TA,Gd,TA,No,Unf,0,Unf,0,764,764,Y,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,BuiltIn,2003,RFn,2,474,TA,Y,0,27,0,0,0,0,6,2010,175500
60,RL,11475,Reg,Lvl,Inside,NWAmes,RRAn,1Fam,2Story,6,6,1975,1975,None,0,TA,Gd,TA,No,ALQ,550,Unf,0,163,713,Y,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,Attchd,1975,RFn,2,434,TA,Y,209,208,0,0,0,0,2,2006,179900
20,RL,13175,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1978,1988,Stone,119,TA,Gd,TA,No,ALQ,790,Rec,163,589,1542,Y,2073,0,0,2073,1,0,2,0,3,1,TA,7,Min1,2,Attchd,1978,Unf,2,500,TA,Y,349,0,0,0,0,0,2,2010,210000
160,RM,1869,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,6,1970,1970,BrkFace,127,TA,TA,TA,No,Rec,321,Unf,0,162,483,Y,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,Detchd,1987,Unf,1,280,TA,Y,0,0,0,0,0,0,9,2008,106000
20,RL,6960,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,6,1970,1970,None,0,TA,TA,TA,No,ALQ,375,BLQ,239,250,864,Y,864,0,0,864,0,0,1,0,3,1,Gd,5,Typ,0,Detchd,1989,Unf,2,660,TA,Y,96,0,0,0,0,0,11,2009,120500
